39 48 13182
39 48 581
39 48 914
39 48 1393
39 48 768
39 48 185
39 48 2621
39 48 589
39 48 52
39 48 14098
39 48 12980
39 48 13189
39 48 123
39 48 12925
39 48 885
39 48 14386
39 48 1043
39 48 2674
39 48 3102
39 48 3855
39 48 5051
39 48 1579
39 48 3271
39 48 1439
39 48 4336
39 48 4034
39 48 5560
39 48 4339
39 48 12935
39 48 235
39 48 1031
39 48 489
39 48 10446
39 48 156
39 48 12959
39 48 10939
39 48 488
39 48 13334
39 48 5152
39 48 4642
39 48 783
39 48 1435
39 48 13041
39 48 15618
39 48 662
39 48 766
39 48 2350
39 48 1805
39 48 703
39 41 334
39 41 740
39 41 225
39 41 2915
39 41 2046
39 41 286
39 41 1713
39 41 829
39 41 271
39 41 2103
39 41 1146
39 41 270
39 41 79
39 41 1198
39 41 12951
39 41 806
39 41 2254
39 41 15832
39 41 7938
39 41 662
39 41 703
39 41 16430
39 513 1327
39 389 413
39 1327 2595
39 849 2879
39 334 1991
39 379 14804
39 379 2665
39 211 2046
39 438 2254
39 2238 2915
39 2238 8978
39 225 623
39 225 227
39 225 4165
39 225 1146
39 225 270
39 225 14386
39 225 789
39 65 855
39 65 89
39 65 3759
39 65 1000
39 65 103
39 65 504
39 65 4779
39 1784 4026
39 161 2297
39 161 1146
39 161 12959
39 604 708
39 604 651
39 1344 4305
39 1344 10656
39 2285 10106
39 855 2879
39 475 711
39 60 301
39 592 749
39 89 286
39 89 785
39 89 170
39 89 13041
39 2046 10656
39 286 365
39 286 16217
39 502 1845
39 623 10611
39 271 806
39 2062 4642
39 922 1578
39 922 12935
39 310 2199
39 255 13184
39 255 2793
39 1214 15094
39 8978 16010
39 260 1741
39 6450 8963
39 718 719
39 639 885
39 1973 14098
39 227 548
39 2194 13062
39 83 2492
39 83 12925
39 533 768
39 533 10607
39 2476 4025
39 1318 2463
39 1513 14386
39 4165 14098
39 1146 3338
39 1146 10423
39 270 548
39 155 12925
39 237 711
39 237 384
39 237 7331
39 237 2879
39 237 249
39 2958 16010
39 346 2075
39 694 3855
39 147 185
39 3569 13041
39 1000 12925
39 449 504
39 449 876
39 1103 2259
39 326 4339
39 201 13049
39 365 662
39 12929 12959
39 269 4270
39 269 351
39 103 110
39 103 6128
39 103 249
39 229 2879
39 229 16217
39 175 842
39 175 806
39 1264 7260
39 52 4336
39 14098 16010
39 7331 16010
39 405 488
39 708 5152
39 170 842
39 4843 13056
39 504 4779
39 12943 15618
39 370 13041
39 249 15618
38 110 286
38 170 3854
38 39 281
30 31 48
37 38 39
36 38 110
36 38 39
36 39 48
48 3569 13041
48 79 1146
48 79 2238
48 79 432
48 79 310
48 101 141
48 475 2238
48 225 1146
48 225 4221
48 225 2238
48 225 14386
48 225 4165
48 272 589
48 237 592
48 237 371
48 237 1196
48 1160 4581
48 65 89
48 65 855
48 89 2238
48 89 13041
48 250 11136
48 334 8985
48 334 10447
48 1776 13041
48 4899 7646
48 2238 11254
48 664 855
48 62 209
48 123 812
48 1376 14386
48 589 855
48 209 14386
48 12929 12959
48 12925 13112
48 13112 14098
48 4165 14098
48 60 812
48 161 438
48 1034 1557
45 48 664
45 48 855
45 48 1327
45 48 2056
45 664 855
41 48 141
41 48 79
41 48 225
41 48 7975
41 48 334
41 48 2046
41 48 1146
41 48 703
41 48 2915
41 79 1146
41 225 270
41 225 1146
41 271 932
41 271 806
41 846 1146
1 32 84
1 32 237
1 32 39
65 504 4779
79 1146 3616
10 31 39
10 31 48
10 39 907
10 39 10978
10 39 12981
10 39 48
10 39 15618
10 48 15618
225 1146 3616
